SubTopicId,SubTopicWords,Count,Date,TopicId,Topic,TopicCategory
2,verify honors file end profile loyalty,1773,4/10/2016,1,verify honors,confirmation
3,change verify file confirmation profile,1687,4/9/2016,1,verify honors,confirmation
5,queen clean family bed refrigerator microwave,1271,4/10/2016,4,queen bed,amenities
6,room queen bed clean join size,1818,4/9/2016,4,queen bed,amenities
7,queen bed nonsmoking clean,4214,4/8/2016,4,queen bed,amenities
8,queen bed clean size,3928,4/7/2016,4,queen bed,amenities
9,queen bed room size saint_louis,3935,4/6/2016,4,queen bed,amenities
10,bed queen room clean size,5399,4/5/2016,4,queen bed,amenities
11,bed queen tax size sofa,2049,4/4/2016,4,queen bed,amenities
12,room bed queen clean size,2918,4/3/2016,4,queen bed,amenities
14,kids pool full kitchen indoor,440,4/10/2016,13,pool,amenities
15,pool kids pull indoor fast,403,4/9/2016,13,pool,amenities
16,pool indoor fit area swimming outdoor,368,4/8/2016,13,pool,amenities
17,pool water indoor basically certificate,550,4/7/2016,13,pool,amenities
19,book online directly website,1394,4/10/2016,18,book online,booking
20,book online hotel website match,1331,4/9/2016,18,book online,booking
21,hotel book directly check realize,4729,4/8/2016,18,book online,booking
22,hotel directly front_desk downtown san_diego,3280,4/7/2016,18,book online,booking
23,hotel directly website book site,3614,4/6/2016,18,book online,booking
24,book hotel room list disconnected,4650,4/5/2016,18,book online,booking
26,adults child tax bed nonsmoking,2968,4/10/2016,25,child age,rates
27,adults child check room age member,3066,4/9/2016,25,child age,rates
28,adults child evening age accommodate,4192,4/8/2016,25,child age,rates
29,adults child tax age party,3652,4/7/2016,25,child age,rates
30,adults child age check detroit,4405,4/6/2016,25,child age,rates
31,adults child tax room age,5081,4/5/2016,25,child age,rates
32,child adults request credit_card yahoo,1268,4/4/2016,25,child age,rates
34,zip_code email street confirmation mail spell gmail,1506,4/10/2016,33,confirm address,confirmation
35,email confirmation send credit_card gmail zip_code,2199,4/9/2016,33,confirm address,confirmation
36,dot confirmation email zip_code spell apple,2967,4/8/2016,33,confirm address,confirmation
38,wedding block party room groom,570,4/10/2016,37,wedding party,event
39,wedding party family room reunion married,571,4/9/2016,37,wedding party,event
40,wedding party room block married groom,642,4/8/2016,37,wedding party,event
41,wedding party block married groom,538,4/7/2016,37,wedding party,event
42,block wedding room party locker groom,1453,4/6/2016,37,wedding party,event
43,block room left rate tournament american release,1766,4/5/2016,37,wedding party,event
44,block left set event locker,748,4/4/2016,37,wedding party,event
46,moment provide information confirmation major specialist truck,306,4/10/2016,45,provide information,booking
47,moment pull information provide verizon,1187,4/9/2016,45,provide information,booking
48,military active information retired duty,506,4/8/2016,45,provide information,booking
50,check hotel noon late boulevard records,3064,4/10/2016,49,early/late check-in,check-in
51,check oclock early late noon,2052,4/9/2016,49,early/late check-in,check-in
52,check early late oclock,5844,4/8/2016,49,early/late check-in,check-in
53,check problem early oclock late,5426,4/7/2016,49,early/late check-in,check-in
54,check home sweet suites homewood,3440,4/6/2016,49,early/late check-in,check-in
56,living school texas hotel london track,241,4/10/2016,55,craziness,family
57,back house stuff next renovated lexington pictures build,127,4/9/2016,55,craziness,family
58,boston work living water crazy tickets funny,832,4/8/2016,55,craziness,family
59,work sounds daughter back funny crazy,2126,4/7/2016,55,craziness,family
60,work living place crazy weather funny snow,1129,4/6/2016,55,craziness,family
61,care living mother law baby mom,1384,4/5/2016,55,craziness,family
62,kids crazy husband awesome mom funny,406,4/4/2016,55,craziness,family
64,points stay dollars transfer spend upgrade,1757,4/10/2016,63,points promotion,honor points
65,points stay dollars earn spend,1384,4/9/2016,63,points promotion,honor points
66,points promotion hilton earn dollars,3030,4/8/2016,63,points promotion,honor points
67,points stay pay honors earn money password,2587,4/7/2016,63,points promotion,honor points
68,points promotion book dollars money,1632,4/6/2016,63,points promotion,honor points
69,points stay hold promotion dollars attached,3327,4/5/2016,63,points promotion,honor points
70,points owners stay husband promotion accounts,1650,4/4/2016,63,points promotion,honor points
71,points stay state promotion dollars upgrade,2004,4/3/2016,63,points promotion,honor points
72,points stay state dollars password earn,1034,4/2/2016,63,points promotion,honor points
73,points book pay honors upgrade diamond dime,1769,4/1/2016,63,points promotion,honor points
75,bedroom sweet suite living studio separate,1232,4/10/2016,74,suite,amenities
76,bedroom sweet bed studio sofa,1338,4/9/2016,74,suite,amenities
77,suites bedroom living room kitchen separate,2332,4/8/2016,74,suite,amenities
78,suites bedroom home sweet embassy kitchen,2807,4/7/2016,74,suite,amenities
79,bedroom sweet room living studio sofa,2233,4/6/2016,74,suite,amenities
80,bedroom living room suites kitchen separate,1346,4/5/2016,74,suite,amenities
81,suites sweet bedroom home studio,1535,4/4/2016,74,suite,amenities
82,bedroom sweet living suite studio separate,1331,4/3/2016,74,suite,amenities
83,suites bedroom embassy sweet,1558,4/2/2016,74,suite,amenities
84,suites sweet bedroom home embassy,2738,4/1/2016,74,suite,amenities
86,rate best tax senior lower,2709,4/10/2016,85,rate discount,discounts
87,rate best tax corporate lower,2929,4/9/2016,85,rate discount,discounts
88,rate discount tax best club,5757,4/8/2016,85,rate discount,discounts
89,discount rate honors member membership club,3493,4/7/2016,85,rate discount,discounts
90,honors discount hilton member owners verify,4597,4/6/2016,85,rate discount,discounts
91,hilton honors member travel leisure loyal,4819,4/5/2016,85,rate discount,discounts
92,honors ahead hilton health visit aol,1799,4/4/2016,85,rate discount,discounts
94,aaa triple better cheaper,717,4/10/2016,93,AAA discount,discounts
95,aaa discount triple check membership,1150,4/9/2016,93,AAA discount,discounts
96,aaa triple discount tax membership,1030,4/8/2016,93,AAA discount,discounts
97,aaa triple rate room play senior,869,4/7/2016,93,AAA discount,discounts
98,rate aaa triple discount military lower,2187,4/6/2016,93,AAA discount,discounts
99,aaa triple discount rate trouble,1114,4/5/2016,93,AAA discount,discounts
100,discount aaa triple rate membership,980,4/4/2016,93,AAA discount,discounts
101,discount aaa triple rate senior,1552,4/3/2016,93,AAA discount,discounts
102,aaa tax discount rate triple club,1649,4/2/2016,93,AAA discount,discounts
103,rate discount tax aaa triple purchase,3834,4/1/2016,93,AAA discount,discounts
105,suite home embassy sweet homewood,978,4/10/2016,104,embassy suites,hotel property
106,suites embassy home hotel reception concord,1088,4/9/2016,104,embassy suites,hotel property
107,suites embassy premium sweet reception drinks,931,4/8/2016,104,embassy suites,hotel property
109,parking included package fly vehicle valet,254,4/10/2016,108,parking,automobile
110,parking stay valet charge garage vehicle,234,4/9/2016,108,parking,automobile
111,parking package vehicle fee valley,537,4/8/2016,108,parking,automobile
112,parking package chicago included clinic,560,4/7/2016,108,parking,automobile
114,confirmation email arrival cancel prior net,2191,4/10/2016,113,confirm cancellation,confirmation
115,cancel arrival confirmation policy midnight,2356,4/9/2016,113,confirm cancellation,confirmation
116,confirmation email cancel arrival file verify american_express,4012,4/8/2016,113,confirm cancellation,confirmation
117,confirmation email verify file profile update,3366,4/7/2016,113,confirm cancellation,confirmation
118,confirmation tax nonsmoking file american_express visa,3592,4/6/2016,113,confirm cancellation,confirmation
120,property area close closest,1226,4/10/2016,119,property,hotel property
121,property area sister specialist chattanooga mountain guard,896,4/9/2016,119,property,hotel property
122,property open apologize sister rye guard,1631,4/8/2016,119,property,hotel property
124,quick open real stay fast,1051,4/10/2016,123,quick,hotel property
125,quick real back stay minnesota albuquerque,587,4/9/2016,123,quick,hotel property
126,quick real close pull college fast,1415,4/8/2016,123,quick,hotel property
127,location quick real area boulevard,2620,4/7/2016,123,quick,hotel property
129,double bed tax standard lock,1091,4/10/2016,128,double bed,amenities
130,double bed tax room renew philadelphia,1612,4/9/2016,128,double bed,amenities
131,double bed room bad sofa size,4857,4/8/2016,128,double bed,amenities
132,double bed tax single theater,2346,4/7/2016,128,double bed,amenities
133,double bed back room devil bad,2649,4/6/2016,128,double bed,amenities
134,double bed room hold kings deluxe,2731,4/5/2016,128,double bed,amenities
135,double bed book adults single expedient,1366,4/4/2016,128,double bed,amenities
136,double doubletree room bed left review,2220,4/3/2016,128,double bed,amenities
137,double room bed tax devil single,1965,4/2/2016,128,double bed,amenities
138,double bed tax check plea somerset,1813,4/1/2016,128,double bed,amenities
140,friends pet dog pounds charleston,290,4/10/2016,139,pets,pets
141,friends pet fee dog,224,4/9/2016,139,pets,pets
143,room left bed type kings,3159,4/10/2016,142,room,
144,room check left smoking tub,2344,4/9/2016,142,room,amenities
146,breakfast included executive restaurant buffet,841,4/10/2016,145,breakfast included,amenities
147,breakfast included package tax buffet,931,4/9/2016,145,breakfast included,amenities
148,breakfast included tax hot buffet,1578,4/8/2016,145,breakfast included,amenities
149,breakfast included complimentary tax buffet,1374,4/7/2016,145,breakfast included,amenities
150,breakfast included parking package,1701,4/6/2016,145,breakfast included,amenities
151,breakfast included executive complimentary,1489,4/5/2016,145,breakfast included,amenities
152,breakfast included tax pool hot complimentary,681,4/4/2016,145,breakfast included,amenities
153,breakfast adults child tax included,2020,4/3/2016,145,breakfast included,amenities
154,adults child queen room age,3049,4/2/2016,145,breakfast included,amenities
155,adults child check tax age availability,4018,4/1/2016,145,breakfast included,amenities
157,group block conference room sales,1433,4/10/2016,156,group block,event
158,group room convention code cut,916,4/9/2016,156,group block,event
159,group block room set cut contract,2931,4/8/2016,156,group block,event
160,group code room rate cut expo,2231,4/7/2016,156,group block,event
161,group room check rate cut seminar longer,2416,4/6/2016,156,group block,event
162,group code convention part cut,2426,4/5/2016,156,group block,event
163,group conference code part cut pardon,1364,4/4/2016,156,group block,event
164,group block room set sales tournaments,1351,4/3/2016,156,group block,event
165,group code team special tournaments,932,4/2/2016,156,group block,event
166,group conference code book convention attending,2371,4/1/2016,156,group block,event
168,credit_card email pay confirmation form authorization names,534,4/10/2016,167,credit card authorization,credit card
169,pay charge credit_card room deposit form,1020,4/9/2016,167,credit card authorization,credit card
170,credit_card pay email send form authorization fax,1545,4/8/2016,167,credit card authorization,credit card
171,credit_card pay form send authorization fax,1109,4/7/2016,167,credit card authorization,credit card
172,credit_card form authorization send fax org,617,4/6/2016,167,credit card authorization,credit card
173,credit_card send confirmation email authorization form fax,1361,4/5/2016,167,credit card authorization,credit card
174,credit_card pay form authorization,976,4/4/2016,167,credit card authorization,credit card
176,drive road north side exit,957,4/10/2016,175,directions,directions
177,south north east directly exit,798,4/9/2016,175,directions,directions
178,location south east find map field,1794,4/8/2016,175,directions,directions
180,next back cash listening arrange,3059,4/10/2016,179,cash back,discounts
181,receive back next away cash range listening,2990,4/9/2016,179,cash back,discounts
182,back next receive listening cash vacation,5622,4/8/2016,179,cash back,discounts
183,receive back next cash listening details,5293,4/7/2016,179,cash back,discounts
184,next receive back listening cash vacation,6085,4/6/2016,179,cash back,discounts
185,next back receive listening cash vacation,6013,4/5/2016,179,cash back,discounts
186,back next receive listening cash details,3223,4/4/2016,179,cash back,discounts
187,back next offer receive cash listening brand,2846,4/3/2016,179,cash back,discounts
188,back next receive listening cash arrange,3114,4/2/2016,179,cash back,discounts
189,receive next offer listening cash arrange,4384,4/1/2016,179,cash back,discounts
191,view ocean front balcony partial,280,4/10/2016,190,beach front view,amenities
192,view beach ocean front oceanfront,294,4/9/2016,190,beach front view,amenities
193,view beach front ocean oceanfront,508,4/8/2016,190,beach front view,amenities
194,view beach front balcony oceanfront,651,4/7/2016,190,beach front view,amenities
195,beach front view ocean oceanfront balcony,555,4/6/2016,190,beach front view,amenities
196,beach florida front water miami jacksonville,488,4/5/2016,190,beach front view,amenities
197,beach resort front balcony ocean tampa,254,4/4/2016,190,beach front view,amenities
198,view ocean front balcony oceanfront,332,4/3/2016,190,beach front view,amenities
199,view beach front ocean,362,4/2/2016,190,beach front view,amenities
200,view beach ocean resort balcony,435,4/1/2016,190,beach front view,amenities
202,purchase advance refundable pay coupon,240,4/10/2016,201,refundable cancellation,cancellation
203,total purchase advance refundable,301,4/9/2016,201,refundable cancellation,cancellation
204,change cancel total charge executive advance deposit,2534,4/8/2016,201,refundable cancellation,cancellation
205,change cancel rate back switch modify,2158,4/7/2016,201,refundable cancellation,cancellation
206,cancel change confirmation email write modify,4655,4/6/2016,201,refundable cancellation,cancellation
207,cancel location hold hours original policy,3316,4/5/2016,201,refundable cancellation,cancellation
209,hold credit_card charge pay blue,2414,4/10/2016,208,credit card hold,credit card
